Id,Label,Interest,clustering,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,componentnumber,strongcompnum,eigencentrality
pangko255,623,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,125,0
warakornyeslol,624,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,139,0
hhh157885,625,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,147,0
sasikarn3544,626,Survival,0.666667,0.000062,0,3,3,0,6,6,3,0.583333,0.690476,0,0,158,0
nnog24,627,Survival,0.666667,0.000062,0,3,3,0,6,6,3,0.583333,0.690476,0,0,160,0
chonthicha123920,628,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,162,0
raphat_mon,629,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,165,0
p_paloy,630,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,168,0
koonpheemkung,631,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,174,0
nomaa_jub,632,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,177,0
armanrarf101,633,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,178,0
smithkub555,634,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,196,0
naeji_555,635,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,197,0
pagunx,636,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,199,0
taboss_,637,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,200,0
sirinnnjpeg,638,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,202,0
gamezxll,639,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,207,0
namnm_,640,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,210,0
aftermemo,641,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,211,0
kingworaman,642,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,220,0
ppoorinn,643,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,223,0
ssabertoothz,644,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,224,0
mryosorry,645,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,226,0
babybab_b,646,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,229,0
sanfstyle,647,Survival,0.666667,0.000062,0,3,3,0,4,4,3,0.583333,0.690476,0,0,230,0
kiwgodz,648,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,233,0
chaaangz,649,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,236,0
fo_man,650,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,238,0
poppppy10,651,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,269,0
tirinya,652,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,270,0
kaomunga,653,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,273,0
thanarat040,654,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,280,0
beewkomson,655,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,283,0
frxyyyyyyy,656,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,286,0
pusapong23,657,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,294,0
smileptr,658,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,296,0
mantrv37,659,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,303,0
peper_07,660,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,304,0
baitoeyah,661,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,309,0
champ_tp,662,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,310,0
anirut_palakung,663,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,311,0
timeten9999,664,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,312,0
mysteriesmark,665,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,321,0
best5542,666,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,326,0
nuyaraiyangkui,667,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,327,0
nick34260,668,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,328,0
boomzzzz5555,669,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,333,0
gnok_257,670,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,334,0
alikedead13,671,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,340,0
tykhop,672,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,341,0
tiranonsr,673,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,344,0
thanapolmoss,674,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,345,0
dimon21_21,675,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,346,0
teemee7,676,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,350,0
0wiwde0,677,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,354,0
asrocky_at,678,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,357,0
max_tanetphol,679,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,358,0
neko_kun,680,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,369,0
akena15,681,Survival,0.666667,0.000062,0,3,3,0,5,5,3,0.583333,0.690476,0,0,371,0
tsuyuurichan,682,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,374,0
sarayut741106,683,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,384,0
ryosatan,684,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,388,0
khan_tep,685,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,394,0
grace_nichanard,686,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,399,0
pppopoi,687,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,406,0
barbie764,688,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,407,0
tapanan_chaingam,689,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,408,0
omegaalive,690,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,413,0
laxury_abc,691,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,421,0
kioverlord,692,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,433,0
hanahey,693,Survival,0.666667,0.000062,0,3,3,0,6,6,3,0.583333,0.690476,0,0,437,0
nl_owen,694,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,447,0
icepapbgg,695,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,448,0
aum1802,696,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,452,0
nonber11,697,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,458,0
dioncoretex,698,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,461,0
catslave_pun,699,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,463,0
route24mc,700,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,475,0
natthawut192545,701,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,478,0
herototo,702,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,492,0
chinnaworn76,703,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,502,0
lo1yjam3y,704,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,504,0
gufoxnico,705,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,517,0
24hrz_,706,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,522,0
master_aohm,707,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,535,0
kutle007,708,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,542,0
fordsuprawee,709,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,554,0
premx7,710,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,559,0
jeerawitchhzx,711,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,560,0
mataritone,712,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,562,0
skykim_aomsin,713,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,574,0
siri_bexm,714,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,581,0
treerapol_name,715,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,592,0
monokininori,716,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,595,0
6ix9ine55,717,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,609,0
gonkcup009,718,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,613,0
suwit_12,719,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,622,0
korg_kung,720,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,626,0
funggy22,721,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,637,0
lucusold,722,Survival,0.666667,0.000062,0,3,3,0,5,5,3,0.583333,0.690476,0,0,638,0
overcamp,723,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,639,0
lochinna,724,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,643,0
nomcake_,725,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,644,0
asacocoverygood,726,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,645,0
tangtanapaty,727,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,650,0
hherb_,728,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,657,0
nniti_,729,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,658,0
pe1005,730,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,661,0
oooooooooo_kay,731,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,663,0
chichigun21,732,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,664,0
bankok0006,733,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,665,0
leoreturn128,734,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,678,0
fff_er_nnn,735,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,684,0
thenewhope0925,736,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,701,0
kanokpongpanngam999,737,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,703,0
nongribble,738,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,704,0
candyman004,739,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,706,0
pxrbegingod,740,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,708,0
vanellopiie,741,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,712,0
atom_tvz,742,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,717,0
pstrive,743,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,718,0
cancerc3,744,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,720,0
gong_z,745,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,721,0
mymixbb,746,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,723,0
kwang_th,747,Survival,0.666667,0.000062,0,3,3,0,5,5,3,0.583333,0.690476,0,0,726,0
baskehe101,748,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,746,0
natueporn,749,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,755,0
manpo_pt,750,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,756,0
jmpatrawan47,751,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,759,0
ttonnamm,752,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,761,0
sodmai_maisod,753,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,763,0
sake_p,754,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,789,0
domnacub,755,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,790,0
pangathc,756,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,793,0
deacon48,757,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,795,0
spitlow_,758,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,798,0
bluy25,759,Survival,0.666667,0.000062,0,3,3,0,6,6,3,0.583333,0.690476,0,0,801,0
nonbronam,760,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,808,0
guitarzn123,761,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,809,0
kxng_kxng143,762,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,816,0
montonononon,763,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,819,0
zzosolar,764,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,822,0
gbeezuss,765,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,824,0
narinnnnnnn,766,Survival,0.666667,0.000062,0,3,3,0,4,4,3,0.583333,0.690476,0,0,826,0
newz0w0,767,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,827,0
krittv98,768,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,831,0
martmjkl,769,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,832,0
luckitcharat,770,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,844,0
lekza456,771,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,850,0
yot2a,772,Survival,0.666667,0.000062,0,4,4,0,5,5,2,0.7,0.785714,0,0,855,0
mon__gg,773,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,862,0
quineliaa,774,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,867,0
nansrw,775,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,872,0
killergod2k20,776,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,873,0
katayut_,777,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,874,0
xxkimiraxx,778,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,879,0
waverind,779,Survival,0.666667,0.000062,0,4,4,0,8,8,2,0.7,0.785714,0,0,883,0
carotko_llve,780,Survival,0.666667,0.000062,0,3,3,0,6,6,2,0.615385,0.6875,0,0,884,0
amlee1027,781,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,885,0
green2538,782,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,887,0
637840434,783,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,889,0
mamorunaja,784,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,890,0
monnakup,785,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,893,0
chanfern,786,Survival,0.666667,0.000062,0,4,4,0,6,6,2,0.7,0.785714,0,0,897,0
samdcog,787,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,898,0
notszzz,788,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,905,0
janya_p207,789,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,911,0
ffaaiirr2545,790,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,917,0
nortorjud,791,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,919,0
baejin17,792,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,926,0
empire_fa,793,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,927,0
anakingaiai,794,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,929,0
pittawat02,795,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,935,0
thana_t2550,796,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,940,0
motovi,797,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,941,0
cutterzaeiei,798,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,942,0
gamenaja2,799,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,945,0
filmz8,800,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,961,0
moo_manaw,801,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,962,0
boombeemm,802,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,967,0
popaugust,803,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,968,0
resstardy2,804,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,972,0
donut0donut,805,Survival,0.666667,0.000062,0,3,3,0,6,6,2,0.636364,0.714286,0,0,974,0
prototype01122as,806,Survival,0.666667,0.000062,0,4,4,0,5,5,2,0.7,0.785714,0,0,977,0
luzixsanloy,807,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,980,0
gologoso12,808,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,988,0
yaniniz,809,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,989,0
whitky,810,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,992,0
teacherplaygametv,811,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,995,0
net_magician,812,Survival,0.666667,0.000062,0,3,3,0,6,6,2,0.636364,0.714286,0,0,998,0
mother390,813,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,999,0
anuwat2548,814,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1000,0
onitigono,815,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1004,0
romeo1719,816,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1014,0
kzkaew,817,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1018,0
violetiiie,818,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1020,0
khunelf,819,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1035,0
zxzxat3,820,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1037,0
chainzaap,821,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1040,0
xcutz,822,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,1043,0
sceatt,823,Survival,0.666667,0.000062,0,3,3,0,4,4,2,0.636364,0.714286,0,0,1044,0
nine_nz,824,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1046,0
tawanteeradol,825,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1056,0
chayutzkub,826,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1062,0
longfame777,827,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,1071,0
12omeo_,828,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1072,0
oing123400,829,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,1078,0
ozelotpk_,830,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1084,0
enjoynunu,831,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1085,0
supanat44_,832,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1087,0
dophis,833,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1091,0
d5g000,834,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1092,0
kaimakub,835,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1093,0
mryumix,836,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1100,0
aeeeeh,837,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1104,0
rkkoya1,838,Survival,0.666667,0.000062,0,4,4,0,7,7,2,0.7,0.785714,0,0,1105,0
you_saran,839,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1108,0
rbbaitong,840,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1109,0
guppatchara,841,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1111,0
josemykos,842,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1120,0
oatsaroz,843,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1122,0
pornnipha2228,844,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1123,0
fc_maser_ch,845,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1124,0
dominixyz,846,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1125,0
sitrisnowy,847,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,1130,0
illliilliilliill,848,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1131,0
gooreumseng_,849,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,1132,0
sateka47,850,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1136,0
mospongsapat,851,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1142,0
bnap2001,852,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1145,0
pikzar321,853,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1147,0
mistertentz,854,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,1150,0
bovornratsantad,855,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1152,0
ctc062,856,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1154,0
sanbb2548,857,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1162,0
itsjennyz_,858,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1173,0
giftaway_,859,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1181,0
okasakija,860,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1183,0
tezking11,861,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1185,0
earthayngz,862,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1188,0
folltales,863,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1193,0
checkiiiie,864,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1196,0
1021standby,865,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1197,0
freshysama,866,Survival,0.666667,0.000062,0,3,3,0,5,5,2,0.636364,0.714286,0,0,1198,0
ming_ckuk,867,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1203,0
kanokphit_,868,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1206,0
yayee_5632,869,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1211,0
oofza55,870,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1212,0
sirintidapor,871,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1216,0
jahja_123,872,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1228,0
buatongsara,873,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1231,0
ririto007,874,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1233,0
callmeteslaaaa,875,Survival,0.666667,0.000062,0,3,3,0,3,3,3,0.583333,0.690476,0,0,1234,0
a_nas154,876,Survival,0.666667,0.000062,0,4,4,0,4,4,2,0.7,0.785714,0,0,1238,0
creamissad,877,Survival,0.666667,0.000062,0,3,3,0,3,3,2,0.636364,0.714286,0,0,1239,0
